Race,Percentage,Sch_Div
American Indian or Alaska Native,0.180668473,Manchester High Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.135501355,Manchester High Chesterfield County Public Schools
"Black, not of Hispanic origin",43.51687389,Manchester Middle Chesterfield County Public Schools
Hispanic,28.06394316,Manchester Middle Chesterfield County Public Schools
"White, not of Hispanic origin",20.95914742,Manchester Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",4.174067496,Manchester Middle Chesterfield County Public Schools
Asian,2.930728242,Manchester Middle Chesterfield County Public Schools
American Indian or Alaska Native,0.26642984,Manchester Middle Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.088809947,Manchester Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",49.5398773,Marguerite F. Christian Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",26.3803681,Marguerite F. Christian Elementary Chesterfield County Public Schools
Hispanic,15.18404908,Marguerite F. Christian Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",7.055214724,Marguerite F. Christian Elementary Chesterfield County Public Schools
Asian,1.380368098,Marguerite F. Christian Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.460122699,Marguerite F. Christian Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",51.65217391,Matoaca Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",33.73913043,Matoaca Elementary Chesterfield County Public Schools
Hispanic,7.826086957,Matoaca Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",6.086956522,Matoaca Elementary Chesterfield County Public Schools
Asian,0.347826087,Matoaca Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.173913043,Matoaca Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.173913043,Matoaca Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",45.27845036,Matoaca High Chesterfield County Public Schools
"Black, not of Hispanic origin",39.89104116,Matoaca High Chesterfield County Public Schools
Hispanic,8.535108959,Matoaca High Chesterfield County Public Schools
"Non-Hispanic, two or more races",4.9031477,Matoaca High Chesterfield County Public Schools
Asian,1.02905569,Matoaca High Chesterfield County Public Schools
American Indian or Alaska Native,0.242130751,Matoaca High Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.121065375,Matoaca High Chesterfield County Public Schools
"White, not of Hispanic origin",46.89880305,Matoaca Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",36.88792165,Matoaca Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",7.290533188,Matoaca Middle Chesterfield County Public Schools
Hispanic,6.202393906,Matoaca Middle Chesterfield County Public Schools
Asian,1.958650707,Matoaca Middle Chesterfield County Public Schools
American Indian or Alaska Native,0.435255713,Matoaca Middle Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.326441785,Matoaca Middle Chesterfield County Public Schools
Hispanic,47.13193117,Meadowbrook High Chesterfield County Public Schools
"Black, not of Hispanic origin",42.49521989,Meadowbrook High Chesterfield County Public Schools
"White, not of Hispanic origin",6.261950287,Meadowbrook High Chesterfield County Public Schools
"Non-Hispanic, two or more races",2.485659656,Meadowbrook High Chesterfield County Public Schools
Asian,1.38623327,Meadowbrook High Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.143403442,Meadowbrook High Chesterfield County Public Schools
American Indian or Alaska Native,0.095602294,Meadowbrook High Chesterfield County Public Schools
"White, not of Hispanic origin",73.11935807,Midlothian High Chesterfield County Public Schools
"Black, not of Hispanic origin",10.53159478,Midlothian High Chesterfield County Public Schools
Asian,6.168505517,Midlothian High Chesterfield County Public Schools
Hispanic,5.516549649,Midlothian High Chesterfield County Public Schools
"Non-Hispanic, two or more races",4.162487462,Midlothian High Chesterfield County Public Schools
American Indian or Alaska Native,0.250752257,Midlothian High Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.250752257,Midlothian High Chesterfield County Public Schools
"White, not of Hispanic origin",75.68366593,Midlothian Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",7.982261641,Midlothian Middle Chesterfield County Public Schools
Hispanic,5.912786401,Midlothian Middle Chesterfield County Public Schools
Asian,5.617147081,Midlothian Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",4.65631929,Midlothian Middle Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.14781966,Midlothian Middle Chesterfield County Public Schools
"White, not of Hispanic origin",52.23325062,Monacan High Chesterfield County Public Schools
"Black, not of Hispanic origin",24.37965261,Monacan High Chesterfield County Public Schools
Hispanic,15.01240695,Monacan High Chesterfield County Public Schools
Asian,4.032258065,Monacan High Chesterfield County Public Schools
"Non-Hispanic, two or more races",3.908188586,Monacan High Chesterfield County Public Schools
American Indian or Alaska Native,0.310173697,Monacan High Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.124069479,Monacan High Chesterfield County Public Schools
"White, not of Hispanic origin",51.71171171,O.B. Gates Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",23.96396396,O.B. Gates Elementary Chesterfield County Public Schools
Hispanic,15.13513514,O.B. Gates Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",7.207207207,O.B. Gates Elementary Chesterfield County Public Schools
Asian,1.621621622,O.B. Gates Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.18018018,O.B. Gates Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.18018018,O.B. Gates Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",72.62693157,Old Hundred Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",10.92715232,Old Hundred Elementary Chesterfield County Public Schools
Hispanic,6.622516556,Old Hundred Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",5.629139073,Old Hundred Elementary Chesterfield County Public Schools
Asian,3.863134658,Old Hundred Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.220750552,Old Hundred Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.110375276,Old Hundred Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",39.93610224,Providence Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",30.03194888,Providence Elementary Chesterfield County Public Schools
Hispanic,18.84984026,Providence Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",8.146964856,Providence Elementary Chesterfield County Public Schools
Asian,3.03514377,Providence Elementary Chesterfield County Public Schools
Hispanic,33.8740458,Providence Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",33.49236641,Providence Middle Chesterfield County Public Schools
"White, not of Hispanic origin",23.75954198,Providence Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",6.106870229,Providence Middle Chesterfield County Public Schools
Asian,2.671755725,Providence Middle Chesterfield County Public Schools
American Indian or Alaska Native,0.095419847,Providence Middle Chesterfield County Public Schools
"White, not of Hispanic origin",39.64285714,Reams Road Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",26.07142857,Reams Road Elementary Chesterfield County Public Schools
Hispanic,23.21428571,Reams Road Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",5.892857143,Reams Road Elementary Chesterfield County Public Schools
Asian,4.642857143,Reams Road Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.357142857,Reams Road Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.178571429,Reams Road Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",73.15233786,Robious Elementary Chesterfield County Public Schools
Hispanic,9.502262443,Robious Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",7.54147813,Robious Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",6.184012066,Robious Elementary Chesterfield County Public Schools
Asian,3.46907994,Robious Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.150829563,Robious Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",68.43018213,Robious Middle Chesterfield County Public Schools
Hispanic,11.18820468,Robious Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",9.973980919,Robious Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",5.37727667,Robious Middle Chesterfield County Public Schools
Asian,4.770164788,Robious Middle Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.173460538,Robious Middle Chesterfield County Public Schools
American Indian or Alaska Native,0.086730269,Robious Middle Chesterfield County Public Schools
Hispanic,38.8030888,Salem Church Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",33.2046332,Salem Church Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",18.91891892,Salem Church Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",6.94980695,Salem Church Elementary Chesterfield County Public Schools
Asian,0.965250965,Salem Church Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.579150579,Salem Church Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.579150579,Salem Church Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",32.77216611,Salem Church Middle Chesterfield County Public Schools
"Black, not of Hispanic origin",32.21099888,Salem Church Middle Chesterfield County Public Schools
Hispanic,28.84399551,Salem Church Middle Chesterfield County Public Schools
"Non-Hispanic, two or more races",4.152637486,Salem Church Middle Chesterfield County Public Schools
Asian,1.571268238,Salem Church Middle Chesterfield County Public Schools
American Indian or Alaska Native,0.224466891,Salem Church Middle Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.224466891,Salem Church Middle Chesterfield County Public Schools
"White, not of Hispanic origin",64.38356164,Spring Run Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",14.49771689,Spring Run Elementary Chesterfield County Public Schools
Hispanic,10.15981735,Spring Run Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",7.305936073,Spring Run Elementary Chesterfield County Public Schools
Asian,2.96803653,Spring Run Elementary Chesterfield County Public Schools
Native Hawaiian  or Pacific Islander,0.570776256,Spring Run Elementary Chesterfield County Public Schools
American Indian or Alaska Native,0.114155251,Spring Run Elementary Chesterfield County Public Schools
"White, not of Hispanic origin",69.88727858,Swift Creek Elementary Chesterfield County Public Schools
Hispanic,8.695652174,Swift Creek Elementary Chesterfield County Public Schools
"Black, not of Hispanic origin",8.373590982,Swift Creek Elementary Chesterfield County Public Schools
"Non-Hispanic, two or more races",7.085346216,Swift Creek Elementary Chesterfield County Public Schools
